Content,Label
"RT @marcomenu film, calcio e oroscopo su Mediaset che ignora completamente il #terremoto nella zona dell' #Aquila, questa è informazione?",pos
....pure io a seguire gli aggiornamenti sul #terremoto via twitter....addictive !!!,pos
Terremoto in Abruzzo http://ff.im/1WNsx,pos
"Pakistan; Scontri a fuoco nella Valle di Swat, almeno 17 morti: Fra le vittime tre agenti e dodici talebani http://tinyurl.com/cc62tc",neg
"Terremoto in Abruzzo, morte e distruzione: oltre 150 vittime: Migliaia feriti-sfollati,soccorsi all'opera.Polemi.. http://tinyurl.com/cpt46t",neg
"Sisma Abruzzo;Il dolore di Onna, paese al suolo: 38 morti e oltre: Vigili del fuoco di Roma al lavoro nel centro.. http://tinyurl.com/cv8tn2",neg
Su RaiNew24 immagini in diretta del terremoto: http://tinyurl.com/dy6okh,pos
Repubblica.it in diretta sul terremoto: http://www.repubblica.it/2009/04/dirette/sezioni/cronaca/terremoto-nord/terremoto-centro/index.html,pos
il papa invece di pregare per le vittime del terremoto potrebbe mettere mano alla tasca -.-,neg
"@ChrisHeil lol, na dann ist ja alles paletti! falscher alarm! :D",neg
@mattiademasi Stai bene? ti sei sentito il terremoto?,pos
primera imagen del terremoto en Italia http://www.rainews24.it/Notizia.asp?NewsId=113591,neg
Terremoto: i titoli dei maggiori quotidiani http://ff.im/-1WJZh,pos
Terremoto: L’Aquila in ginocchio http://ff.im/-1WC0D,pos
"Svegliato dal terremoto, non sarà un bel giorno per molti.",pos
setting up the nintendo DS orchestra! tanz den miyamoto! und dann den super mario!,neg
"@shaina81 ma dai che da noi è stata poca cosa la scossa, siamo stati fortunati...  piuttosto la carenza di sonno si fa già sentire qui &gt;_&lt;",pos
Amaro risveglio per il #terremoto,pos
(Internacional) Berlusconi confirma 279 mortos em terremoto na Italia. http://viigo.im/gNa,neg
sintonizzatevi su canale 5 ce lo speciale di matrix sul terremoto,pos
#terremoto I morti che non vi dicono - http://tr.im/iz8A,neg
"Torino: Terremoto: Croce Rossa dal Piemonte in partenza i primi aiuti: Autocarri con due cucine, un Tir c.. http://tinyurl.com/dadqd6",pos
Terremoto in Abruzzo: Protezione civile Campania attiva numero verde - 800232525 http://ff.im/1X2nM,pos
"@franka91 sono di venaria, vicino a torino. mi dispiace x il disastro del terremoto, spero ke tu nn abbia avuto danni!",pos
"RT@paperoga159:TERREMOTO: Cercasi sangue RH - [negativo], rivolgersi Avis della propria città http://tinyurl.com/d3eg4v",pos
"Il terremoto ha svegliato pure a me, alle 3.30 e alle 4.30 (su per giù). Speriamo non debba rivivere l'angoscia di 10 anni fa...",pos
Il terremoto di questa notte è veramente serio. La luce del giorno non porterà buone notizie. #italy,pos
scossa di terremoto avvertita. huh,pos
Aumenterà le visite del suo blog optando il trend combinato terremoto - morte - Bruno Vespa come insgna saggiamente il TG1,neg
Terremoto in Abruzzo e Grande Fratello: La Paura Dei Concorrenti http://tinyurl.com/d72t8m,pos
Terremoto alle 3.32 di magnitudo 5.9 con epicentro a L'aquila.,pos
Terremoto L'Aquila Prime Immagini: Terremoto L&#39;Aquila Prime Immagini Primo filmato dei danni tratto da Rai.. http://ping.fm/uLjrt,neg
è ancora scossa per il terremoto di stanotte e segue tutti i telegiornali che può,pos
"Terremoto: Le vittime accertate sono 228. Cinquanta i dispersi, 150 le persone salvate http://tinyurl.com/cm3hwj",neg
"(Adnkronos) Terremoto, 179 i morti. Ragazza estratta viva dopo 24 ore. Ancora scosse http://www.adnkronos.com/IGN/Cronaca/?id=3.0.3189331231",neg
"Terremoto, si aggrava il bilancio: 207 i morti, 15 i dispersi e 100 i feriti gravi http://www.adnkronos.com/IGN/Cronaca/?id=3.0.3189331231",neg
"Terremoto in Abruzzo: 150 morti, 1500 feriti, 50mila sfollati. Flagello grandine http://www.adnkronos.com/IGN/Cronaca/?id=3.0.3184790442",neg
"Terremoto: Le vittime sono 281, di cui 20 bambini. I feriti 1.500 http://tinyurl.com/dh3d5m",neg
"Terremoto. Sale a 250 il bilancio dei morti, la terra ha tremato ancora. http://tinyurl.com/d65rh5",neg
[5 aprile] Terremoto piuttosto forte. Gli aggiornamenti su Twitter e FF sono impressionanti http://www.mantellini.it/?p=6587,pos
"Terremoto all'Aquila, come rendersi utili:    trremoto.jpeg Sommario:&nbsp;   Donazioni e raccolta di beni.. http://tinyurl.com/dhvu6g",pos
"from Eldamar: Wu Ming 4 su Il Fuoco Segreto, e altre storie: A proposito de Il Fuoco Segreto di S. .. http://tinyurl.com/dbawa5",neg
"Reading: Terremoto in Abruzzo: oltre 150 morti I feriti sono 1.500, 100 mila gli sfollati  Corriere della Sera ( http://tinyurl.com/d9pef5 )",neg
"@davidlatache com'era a casa tua ieri con il #terremoto? immagino che era forte, no?",pos
"Terremoto Abruzzo-c'è BISOGNO di posti letto-chiunque avesse 1 struttura alberghiera o similare in Abruzzo-costa, collina-chiama 0854308309",pos
"Nuove forti scosse, 179 morti accertati e migliaia di sfollati partecipate, anche solo con un pensiero. http://tinyurl.com/curdz5 #terremoto",neg
New blog post: Terremoto azota el centro de Italia http://salecaliente.com/2009/04/06/terremoto-azota-el-centro-de-italia/,neg
«Prevedo un terremoto». E un ricercatore scatena la psicosi tra l’Aquila e Sulmona - Corriere della http://ff.im/1WOpf,neg
http://magazine.ciaopeople.com/News_WorldInfo-1/Cronaca-1/Terremoto_in_Abruzzo%3A_diverse_vittime_e_danni_ingenti-9222,neg
http://magazine.ciaopeople.com/Cellulari_Web-10/Internet_%26_dintorni-31/Anche_internet_si_mobilita_per_il_terremoto-9236,neg
"Riccardo come una biglia, nel traffico di Roma in motorino, da un innovatore all'altro (ma poi, lo saranno tutti... http://ff.im/1WQ7O",neg
RT @zioromolo: Lun.6 4:47  Terremoto Earthquake Italy Rome.Severe damage in Paganica (AQ).Little information to L'Aquila phone line collapse,neg
"Per tutti Italiani:  Terremoto tra il Lazio e l'AbruzzoCrollati edifici all'Aquila, forse vittime.",neg
ieri ha sentito una ricordare gli animali morti nel terremoto...non potremmo mandarla a controllar le case pericolanti?,neg
Terremoto Abruzzo: medaglia oro per vigile fuoco mortohttp://tinyurl.com/clepbm,neg
Terremoto Abruzzo: alla casa dello studente altri 4 mortihttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-alla-casa-dello.html,neg
Terremoto in Abruzzohttp://blog.panorama.it/italia/2009/04/06/terremoto-in-abruzzo-decine-di-morti-e-dispersi-sotto-le-macerie/,pos
Terremoto Abruzzo: Crolli e danni ingenti a patrimonio artisticohttp://tinyurl.com/cuywge,neg
Terremoto Abruzzo: aiuti dalla Sicilia pronti a partirehttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-aiuti-dalla-sicilia.html,pos
Terremoto Abruzzo: Posti letto dall'Unione degli Universitarihttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-posti-letto.html,pos
Terremoto Abruzzo: seguirlo con earthquakehttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-seguirlo-con.html,pos
Terremoto Abruzzo: Fondi dal Prc di Pescarahttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-fondi-dal-prc-di.html,pos
Prime immagini drammatiche del terremoto in Abruzzo di stanottehttp://voloblu.blogspot.com/2009/04/prime-immagini-drammatiche-del.html,pos
"Terremoto Abruzzo - Giampaolo Giuliani ""Qualcuno deve....""http://voloblu.blogspot.com/2009/04/terremoto-abruzzo-giampaolo-giuliani.html",pos
#terremoto edifici crollati l'aquila viohttp://www.repubblica.it/2009/04/dirette/sezioni/cronaca/terremoto-nord/terremoto-centro/index.html,neg
#terremoto a pescara! #heartquake in Pescara,pos
#terremoto A L'Aquila alcuni edifici sono lesionati. Molti cittadini si sono riverstai per strada. (via rai.it),neg
"#terremoto #earthquake c'è bisogno di donazioni di sangue, qui a Pescara la FIDAS è aperta, vicino al pronto soccorso. 085 4222460",pos
Ufficio Stampa - TERREMOTO IN ABRUZZO: IL CORDOGLIO DI SALA ROSSA: 6 Aprile http://tinyurl.com/dgd6hg,pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Coldiretti: danni al 50% delle aziende. È emergenza latte: Danni.. http://tinyurl.com/d58p8e,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ I dispersi? Li abbiamo trovati seguendone il calore agli infraro.. http://tinyurl.com/d47lhb,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Nuovi crolli nel borgo di Castelnuovo: Si è fatta ancora più cri.. http://tinyurl.com/crk5y8,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Stop delle ricerche a Onna: bilancio di 40 morti: Si sono conclu.. http://tinyurl.com/dytojj,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ci sono ancora dei dispersi sotto le macerie: si spera nel mirac.. http://tinyurl.com/cwc737,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ultimo bilancio: 250 morti: L'ultimo bilancio della Protezione c.. http://tinyurl.com/cqu5ma,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Morti saliti a 250, 11 non riconosciuti: L'ultimo bilancio della.. http://tinyurl.com/cvzbq7",neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Maroni: oltre 50 i morti: Lo afferma il ministro dell'Interno, i.. http://tinyurl.com/clnl9r",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ad Onna 37 morti. Si scava ancora: Si continua a scavare ad Onna.. http://tinyurl.com/dcdaz7,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ore 24, aggiornamento: 150 morti e 1500 feriti in una giornata d.. http://tinyurl.com/cbfkye",neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Scossa oltre i 5 gradi di magnitudo, crolli anche in zone limitr.. http://tinyurl.com/d94dq8",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Aumentano i danni anche nelle provincie limitrofe: Ecco una mapp.. http://tinyurl.com/ch23mh,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il bilancio sale a 92 morti: È di 92 morti accertati il nuovo bi.. http://tinyurl.com/d2xn38,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ 25.000 sfollati, 228 morti, si continua a scavare: Il bilancio d.. http://tinyurl.com/dxs75k",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Protezione civile: ancora speranza di salvare i dispersi: «Sono .. http://tinyurl.com/cfx8qc,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ I morti salgono a 150. Riaperti i collegamenti con Roma: Secondo.. http://tinyurl.com/dx3ore,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il bilancio delle vittime sale a 179: E' salito a 179 morti, di .. http://tinyurl.com/d37p2n",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Chiese crollate: annullate celebrazioni pasquali: Le manifestazi.. http://tinyurl.com/coobnb,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il punto alle 8.30: 20 morti di cui 5 bambini, decine i dispersi.. http://tinyurl.com/cb4ehn",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ CDM: conferiti pieni poteri sull’emergenza a Bertolaso: Il consi.. http://tinyurl.com/c37rq6,pos
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Sono due i morti molisani: Ernesto Sferra, 80enne molisano, è mo.. http://tinyurl.com/d7jkf7",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ L’ultima scossa causa danni anche a Teramo: Anche la città di Te.. http://tinyurl.com/db79kd,pos
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Onna: terminate le ricerche, bilancio finale 40 morti: Un contra.. http://tinyurl.com/c9xkwx",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Berlusconi: i morti sono di tutta la nazione: «Voglio ringraziar.. http://tinyurl.com/d8tqnm,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il sisma modifica la portata di due fiumi. Coldiretti: danni per.. http://tinyurl.com/d4mw6c,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Vescovo dell’Aquila: nasca nuova vita da assurda storia di morte.. http://tinyurl.com/ceo9ux,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ All’ospedale di Teramo 5 feriti sono in condizioni critiche: Cin.. http://tinyurl.com/cb659e,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Berlusconi sorvola in elicottero le zone colpite dal sisma: Una .. http://tinyurl.com/cdvtws,pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Tutto il mondo esprime solidarietà a Giorgio Napolitano: Il pres.. http://tinyurl.com/df2bsc,pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il punto alle 10.45: bilancio ufficioso ancora a 27 vittime. Dif.. http://tinyurl.com/cua9d7,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Nuova scossa all’Aquila. Berlusconi in viaggio verso la città: P.. http://tinyurl.com/clenoj,pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Sgombrate famiglie nel centro storico di Pianella: Dodici famigl.. http://tinyurl.com/dxnajg,neg
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Storie da sotto le macerie: una donna grida ""aiuto, chi mi sente.. http://tinyurl.com/ctbojz",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Solo all’Aquila allestiti 5 punti di raccolta: A L'Aquila al mom.. http://tinyurl.com/davhse,pos
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ Card. Bagnasco: ""presto una colletta nazionale"": il presidente d.. http://tinyurl.com/d93gv9",pos
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Così è stato percepito nel resto d’Italia: Il terremoto che alle.. http://tinyurl.com/dgjngq,pos
"[ITALIAN NEWS] TERREMOTO/ Sale a 20 il numero delle vittime in Abruzzo, scuole chiuse in Molise. E.. http://tinyurl.com/c2vhtm",neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Gelmini: scuole chiuse a oltranza fino alle verifiche: L'incolum.. http://tinyurl.com/dk48oc,neg
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Scajola: distinguere tra scienziato e chi fa allarmismo: Il Mini.. http://tinyurl.com/d6uz2c,neg
Whoa. I CAN still code.,neg
"Un nuovo articolo su Isernino.com, ""Terremoto: Iorio, strutture sanitarie per ospitare i feriti"" - http://tinyurl.com/dyq6ap",pos
"Un nuovo articolo su Isernino.com, ""Terremoto: tre morti molisani"" - http://tinyurl.com/cfkkas",neg
"Terremoto piano terra: ballava pavimento, lampadari, mura e letto. Ero sveglia e pensavo di avere le vertigini poi ho capito. Paura!",pos
Il Terremoto dell'Abruzzo non ha fatto danni ai monumenti di Roma (esclusa una crepa alle Terme di Caracalla) - .. http://tinyurl.com/cws4q3,neg
Scossa di terremoto a Roma. http://tinyurl.com/cxj7oj,pos
#earthquake #terremoto Nro. de mortos no terremoto da Itália chega a 179 | Italian quake death toll raises to 179 http://tinyurl.com/cufl6l,neg
"naturalmente è possibile che la previsione del terremoto sia stata una coincidenza.. ma valeva la pena almeno di controllare, no?",neg
"Cazzo ! (si può dire cazzo su Internet?)... Mi sono svegliato col terremoto... erano le ore 3,40 di notte, qui a Roma. Non era un sogno.....",pos
FeedBurner IT &gt;&gt; Terremoto: Notte da incubo per la4Abruzzo - oltre 150 morti a la4Aquila http://tinyurl.com/cpnoc9,neg
Roma trema per il terremoto. http://www.blogroma.it/blog/2009/04/06/roma-trema-per-il-terremoto/,pos
Mi rendo disponibile ad alloggiare delle vittime del terremoto in Abruzzo. Abbiamo un agriturismo con 4 appartamenti a Serre di Rapolano,pos
sta cercando immagine del terremoto in Italia.  Vorrei essere in conttato con persone della zona.  Mille grazie,neg
@ChadSolo... get outta my zip code!,neg
aggiornamento #terremoto #L'Aquila: ieri vinceva il Web 2.0 ora perdiamo tutti http://tr.im/iidz,neg
1 om mort si 20 de raniti in md?!,neg
#terremoto #earthquake Il terremoto in Italia era stato previsto! http://tr.im/ijk6,neg
"YouTube - Terremoto in Abruzzo - Crollli a l'Aquila, credo che sia stata la prima TV a dare la notizia, vista l'ora http://ow.ly/2ceL",neg
"@p2o5 dopo quello che dicevamo ieri sera, il terremoto in Abruzzo . Ma alcuni tuoi twits sono scomparsi..? :-/",pos
terremoto abruzzo: 3 punti http://post.ly/F92,pos
"Abruzzo, si aggrava il bilancio del terremotoOltre 50mila gli sfollati (It's a beautiful area of Italy)  http://bit.ly/hT3R",neg
Devastante terremoto in Abruzzo. Dichiarato lo stato di emergenza nazionale: Già accertata la morte di 4 bambini.. http://tinyurl.com/cmccwn,neg
Incidente mortale a Martinengo in uno scontro tra auto e moto http://ff.im/1WXVw,neg
Terremoto in Abruzzo I morti finora sono 27 http://ff.im/1WML4,neg
Terremoto: il comitato elettorale di Galli punto di raccolta beni prima necessit http://ff.im/1WXVk,pos
Terremoto avvertito a Firenze: non collegato a quello dell'Aquila http://ff.im/1WMKE,pos
Terremoto: dalla Toscana partiti mezzi di Misericordia e Pubblica AssistenzaBRIl messaggio di Leonardo Domenici... http://ff.im/1WXWH,pos
Terremoto in Abruzzo video,pos
@noctissuspirium : aveva previsto un terremoto a sulmona il 31 marzonon a l'aquila il 6 aprile...,pos
!terremoto Oltre 200 le vittimeaccertate. I soccorsi si organizzano. Incombe il rischio-crolli http://tinyurl.com/cm3hwj,neg
!terremoto Oltre 200 le vittime accertate. I soccorsi si organizzano. Incombe il rischio-crolli http://tinyurl.com/cm3hwj,neg
"terremoto in italia, sto seguendo le news",pos
RT: @Peru21pe: La primera imagen que llega del terremoto en Italia  http://is.gd/qWoR,neg
"Alerta de Tsunami por el Terremoto en Italia, magnitud 6.7. (Via tsunami warning center)",neg
@melican na dann viel spass dir,neg
La rete si mobilita dopo il terremoto in Abruzzo http://www.wired.it/news/archivio/2009-04/06/aiutateci-ad-aiutarli.aspx,pos
"6 aprile 2009, ore 03.32: una violenta scossa sismica in Abruzzo semina morte e distruzione. In una vasta area, che comp New Blog post D ...",neg
"""amore e compassione sono necessità, non lussi. l'umanità non sopravvive senza."" (dalai lama). i nostri pensieri alle vittime del terremoto",pos
"""beati quelli la cui vita ignora sapore di pianto"" (sofocle, 'antigone'). i nostri pensieri alle vittime del terremoto.",pos
Qualcuno ha sentito il terremoto stamattina alle 10 e mezza circa che ha devastato l'Abruzzo?,pos
"Ieri giornata piena, battesimo di fuoco con il soft air e poi passeggiata ai pratini con guadi vari :)",neg
Terremoto: 179 morti e 34 dispersi http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-07_107340797.html,neg
"Terremoto:scosse,bilancio 273 morti http://tinyurl.com/cgsq8f",neg
Terremoto: morti saliti a 250 http://tinyurl.com/d3jfqt,neg
Terremoto:sale a 283 numero morti http://tinyurl.com/cjok2c,neg
Terremoto: 179 morti e 34 dispersi http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-07_107340797.html,neg
"Incidente su lago Iseo, 3 dispersi http://tinyurl.com/dkr92z",neg
Terremoto:bilancio morti sale a 275 http://tinyurl.com/dk8w3t,neg
Terremoto:bilancio morti sale a 278 http://tinyurl.com/cb5dck,neg
"Terremoto: nuovo bilancio,235 morti http://tinyurl.com/cwdjef",neg
Violento terremoto in Abruzzo http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-06_106333434.html,pos
"Mi fa molto triste per sentire del terremoto in Italia. Buon giorno a tutti. Good morning to everyone. 78F, blue sky, Caffe'latte.Fox News.",pos
"ti capita ? anche senza aver subito un terremoto, di incontrare realmente o virtualmente qualcuno che credevi morto?",neg
@alessandro_g  #terremoto Gratsi,neg
@Isottola potresti anche rispondere al telefono qualche volta... buuuu a bergullo è arrivato il terremoto?,neg
"#italy Altra forte scossa in serata a L'Aquila, altri crolli e vittime http://ow.ly/2icm",neg
"#italy TERREMOTO. ""Li ho trovati morti abbracciati"" http://ow.ly/2fXP",neg
#italy La nuova scossa ha causato un'altra vittima ed il crollo definitivo della Basilica dell'Aquila,neg
Terremoto 6 aprile 2009 l'aquila http://tinyurl.com/d7r8fb,pos
"Terremoto: nuovo bilancio,235 morti http://tinyurl.com/cwdjef",neg
Terremoto:sale a 283 numero morti http://tinyurl.com/cjok2c,neg
Terremoto: morti saliti a 250 http://tinyurl.com/d3jfqt,neg
"Terremoto: Berlusconi, 1500 feriti http://tinyurl.com/dng44l",neg
Terremoto: 92 i morti accertati http://tinyurl.com/ddp5fa,neg
Terremoto:bilancio morti sale a 278 http://tinyurl.com/cb5dck,neg
Terremoto: 179 morti e 34 dispersi http://tinyurl.com/dzt77v,neg
Terremoto:bilancio morti sale a 275 http://tinyurl.com/dk8w3t,neg
"Terremoto:scosse,bilancio 273 morti http://tinyurl.com/cgsq8f",neg
"Terremoto: Ingv,centinaia di scosse http://tinyurl.com/ddwf62",pos
sorride pensando ai twitti che durante il terremoto pensavano a twittare piuttosto che pararsi le chiappe ;),neg
[spamma] Terremoto in Abruzzo: in un mare di polemiche questo blog fa silenzio http://tinyurl.com/cumxzv,pos
«Prevedo un terremoto». E un ricercatore scatena la psicosi tra l’Aquila e Sulmona - Corriere della Sera http://ff.im/1WNJJ,neg
Terremoto Abruzzo: “In California nessuno sarebbe morto” http://ff.im/20GnX,pos
Terremoto Abruzzo: “In California nessuno sarebbe morto” http://ff.im/20GnZ,pos
"Link: Terremoto in Abruzzo, la Rete si Mobilita http://tumblr.com/xqe1jmytf http://ff.im/1WZUE",pos
"Terremoto in Abruzzo, la Rete si Mobilita - Il Terremoto che ha colpito l’Abruzzo, iteressando tutta la zona...... http://ff.im/1WRAP",pos
"Terremoto in Abruzzo, la Rete si Mobilita http://ff.im/1WRAV",pos
"Terremoto in Abruzzo, la Rete si Mobilita - Il Terremoto che ha colpito l’Abruzzo, iteressando tutta la zona... http://tumblr.com/xqe1jmivh",pos
"Francesco Link: Terremoto in Abruzzo, la Rete si Mobilita http://tumblr.com/xqe1jmytf. http://ff.im/1WZUt",pos
"Terremoto in Abruzzo, la Rete si Mobilita http://ff.im/1WRAU",pos
"Terremoto in Abruzzo, la Rete si Mobilita http://ff.im/1WRAV",pos
Danni fisici psicologici collera e paura stresssindrome da traffico ansia stati emotiviprimordiali malesseri,neg
RT @italiafacebook Terremoto in Abruzzo con epicentro del sisma a L'Aquila. Salgono a 150 i morti http://tinyurl.com/ccjsfr ...(...D=...),neg
Terremoto,pos
@valenzetti soso :) dann ist ja alles super! #Lost #hibbel,neg
"sesto piano, sentito chiaramente il terremoto qui a Bologna",pos
"@RozenLylac @Ecchan Sarò la vostra ""イタリア新聞"". 2009/04/06: terremoto alle  ore 3:32 con epicentro L'Aquila, palazzi k.o. e decine di morti.",neg
"@RozenLylac @Ecchan Vi prego, ditemi che anche in Giappone quando c'è un terremoto il primo palazzo che crolla è l'ospedale, come qua.",neg
Terremoto a L'Aquila 9 gradi Mercalli..Fra rispondimi ti prego,pos
La primera imagen que llega del terremoto en Italia #terremoto #italia http://www.rainews24.it/Notizia.asp?NewsId=113591,neg
Foto terremoto en Italia #terremoto #italia http://www.repubblica.it/2006/05/gallerie/cronaca/terremoto-aquila/1.html@mauzzer,neg
Diario italiano publica en su portal foto del terremoto http://www.repubblica.it/ #terremoto #italia,neg
"terremoto del cazzo, ma non poteva accadere solo nel parlamento e nel senato? porco DIO!! sempre i poveri abruzzesi!!",neg
Amo a tutti gli miei amici a Roma Italia che ha sofferto nel terremoto.,pos
"Dopo l'ennesima riconfigurazione del server, la ristrutturazione di un sito ed un terremoto direi che mi merito un po di riposo ! bellaa",neg
Terremoto!,pos
Un'altra scossa. Questa volta l'ho sentita bene anche io da Jesi. Spero non ci siano altre vittime o feriti.,pos
accolta fondi per vittime del terremoto in Abruzzo su http://bucchianico.net e http://www.ideafactory.it,pos
"FuzzyMusicVideos - Hot Gossip - ""La Mort"": Rock & Alternative music video #music #video #music.. http://tinyurl.com/ceepks",neg
"Venisse un terremoto forte qui, morirei sepolto di libri. Immagine suggestiva, direbbe qualcuno. Col cazzo.",neg
"Terremoto a L'Aquila: decine le vittime e migliaia gli sfollati: Ore 19,21 - Secondo fonti ospedaliere, i morti... http://is.gd/r14V",neg
"Terremoto a L'Aquila: decine le vittime e migliaia gli sfollati: Ore 18,05 - «C'è il rischio che ci siano  almeno... http://is.gd/r14V",neg
Terremoto a L'Aquila: decine le vittime e migliaia gli sfollati: Ore 20.58 - Si continua a scavare tra le macerie alla... http://is.gd/r14V,neg
Terremoto 207 morti e 15 dispersi http://ff.im/1Yi1t,neg
Terremoto in Abruzzo http://ff.im/1WKW5,pos
"Aveva preveduto il terremoto, ma è stato denunciato http://ff.im/1X0Tm",neg
il mio pensiero va a tutti gli italiani che sono stati feriti e hanno perso i propri cari in occasione del terremoto,neg
Terremoto: Berlusconi Torna Sul Luogo Del Disastro. 207 i Morti (Punto) http://www.cronaca24.org/Politica/terremoto-berlusconi-torna-sul ...,neg
Terremoto - 10.000 sfollati trasferiti in alberghi costa abruzzese http://tinyurl.com/dzfrez,neg
"Terremoto: 245 Morti, 16 Non Riconosciuti http://tinyurl.com/dlx4zh",neg
"Terremoti: Lieve Scossa Nell'Appennino Forlivese, Nessun Danno http://tinyurl.com/djjq84",pos
Terremoto - bilancio morti sale a 251 http://tinyurl.com/crcgqc,neg
Il traffico internet crolla del 33% in Svezia dopo l’approvazione delle norme contro la pirateria http://www.cronaca24.org/Tecnologia/il ...,neg
Terremoto:bilancio morti sale a 275 http://tinyurl.com/cs45qu,neg
Terremoto:bilancio morti sale a 275: Sono stati recuperati i corpi degli altri 2 giovani dispersi nel crollo del.. http://tinyurl.com/djz7c4,neg
"Giallo Garlasco - morte Chiara Poggi, chiesti 10 milioni di euro di risarcimento http://www.cronaca24.org/Cronaca/giallo-garlasco---mort ...",neg
"Terremoto Abruzzo - 228 morti, 50 dispersi http://tinyurl.com/cug8jk",neg
"Terremoto - 245 morti, sedici non sono stati riconosciuti http://tinyurl.com/cykg3l",neg
"Terremoto - 250 i morti, lo dice la Protezione civile http://tinyurl.com/d3u8ns",neg
"Terremoto Abruzzo - sale il bilancio, 179 morti e 34 dispersi http://www.cronaca24.org/Cronaca/terremoto-abruzzo---sale-il-bilancio-179- ...",neg
"Terremoto in Abruzzo: oltre 150 morti, 70.000 sfollati http://www.cronaca24.org/Societa-costume/terremoto-in-abruzzo-oltre-150-morti-70- ...",neg
"Terremoto:scosse,bilancio 273 morti http://tinyurl.com/djaqt8",neg
Terremoto/Il Punto: La Conta Dei Danni Al Patrimonio Culturale http://tinyurl.com/cpj5jp,neg
"Indonesia Polizia apre fuoco su indipendentisti, 11 feriti: La polizia indonesiana ha aperto il fuoco contro una.. http://tinyurl.com/cmp2qz",neg
Terremoto - dispersi ancora tra i 20 e i 30: All'Aquila e dintorni ci sono ancora tra le venti e le trenta perso.. http://tinyurl.com/dzapta,neg
"Terremoto Abruzzo - sale il bilancio, 179 morti e 34 dispersi: E' salito a 179 morti, di cui 40 ancora da identi.. http://tinyurl.com/cq3ru7",neg
Terremoto: 179 morti e 34 dispersi http://tinyurl.com/dk84hb,neg
"Terremoto: 179 morti e 34 dispersi: E' di 179 morti, di cui 40 da identificare, il nuovo bilancio delle vittime .. http://tinyurl.com/c3bdx2",neg
Terremoto: Schifani Alle 11.30 Al Gemelli Per Visita a Feriti http://tinyurl.com/dxv4wp,neg
"Terremoti - primo bilancio, tredici persone morte: Le vittime del terremoto che ha colpito la zona di L'Aquila s.. http://tinyurl.com/cmejdy",neg
Terremoto: morto per infarto a Roma: Un uomo di 76 anni e' morto questa sera a Roma per arresto cardiaco dopo lo.. http://tinyurl.com/daxhyw,neg
Terremoto: Un Uomo Muore Per Lo Spavento a Roma: Un uomo di 73 anni e' morto per lo spavento questa sera a Roma .. http://tinyurl.com/dhw3w8,neg
